hotel_name,location,features,ratings,reviews,review_title,room_style,price,tax_charges,city,duration,persons,cancellation_policy,pre_payment,breakfast_included,Beds,Rooms
LOTUS FEET,"Morjim Beach, Morjim",Superior Double Room1 large double bedFree cancellationOnly 2 rooms left at this price on our site,9.0,55.0,Superb,Superior Double Room,30050.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,2 bedroomsss
MUSHROOMS,Vasco Da Gama,Superior Double Room1 extra-large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,7.8,406.0,Good,Superior Double Room,15675.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 extra-large double bed,2 bedroomsss
Indie Stays Goa,Candolim,Double Room1 extra-large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 6 rooms left at this price on our site,7.6,24.0,Good,Double Room,36972.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 extra-large double bed,2 bedroomsss
Abbi's Nest Beach House Goa,Calangute,Deluxe Family Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 6 rooms left at this price on our site,6.1,17.0,Good,Deluxe Family Room,21997.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 double bed,Family Room
The Baga Village,"Baga Beach, Baga",Deluxe Room1 double bedFree cancellationOnly 3 rooms left at this price on our site,6.5,180.0,Good,Deluxe Room,25520.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,Deluxe Room
Vida Em Goa Beach Resort,"Calangute Beach, Calangute",Premium Quadruple Room2 double bedsOnly 1 room left at this price on our site,5.9,18.0,Good,Premium Quadruple Room,27000.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,2 double beds,4 bedrooms
Sky Beach View,"Baga Beach, Baga",Budget Double Room1 large double bedFree cancellationOnly 1 room left at this price on our site,4.7,311.0,Good,Budget Double Room,20930.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,2 bedroomsss
Beach Box By Nirvana Hotels,Baga,Standard King Room1 large double bedBreakfast includedFree cancellation,6.5,76.0,Good,Standard King Room,33400.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,1 large double bed,King Room
Collection O Blissful Beach Resort,Morjim,Classic Triple Room1 large double bedFree cancellationNo prepayment needed – pay at the property,9.5,2.0,Exceptional,Classic Triple Room,25901.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 large double bed,3 bedrooms
Easter lily resort,Saligao,"One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 living room • 1 bathroom • 500m²2 beds (1 double, 1 sofa bed)Free cancellationNo prepayment needed – pay at the propertyOnly 5 left at this price on our site",9.0,1.0,Superb,One-Bedroom Apartment,24000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,,1 bedroom
Good Stay Premium Studio Apartment 206,Dabolim,Apartment with BalconyEntire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 32m²1 large double bed,9.1,45.0,Superb,Apartment with Balcony,25650.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 large double bed,1 bedroom
Hotel Teremok,"Arambol beach, Arambol",Budget Double Room2 single bedsFree cancellationOnly 2 rooms left at this price on our site,8.4,22.0,Very good,Budget Double Room,10500.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,2 single beds,2 bedroomsss
Golden Sands Resort,"Morjim Beach, Morjim",Deluxe Room with Garden View1 double bedFree cancellationOnly 2 rooms left at this price on our site,7.5,109.0,Good,Deluxe Room with Garden View,33000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,Deluxe Room
Shivam Bnb Mandrem Resort,Mandrem,Standard Double Room with Fan1 large double bedFree cancellationOnly 2 rooms left at this price on our site,8.0,142.0,Very good,Standard Double Room with Fan,18500.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,2 bedroomsss
Temple Garden Seaside Cottages,"Palolem Beach, Palolem",Budget Double Room1 double bedFree cancellation,7.4,71.0,Good,Budget Double Room,14300.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,2 bedroomsss
Farmagudi Residency,Ponda,Standard Double or Twin Room with FanMultiple bed typesFree cancellationOnly 2 rooms left at this price on our site,6.2,36.0,Good,Standard Double or Twin Room with Fan,4950.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,Double or 2 bedroomsss
Red Thread Calangute,Calangute,Standard Room1 large double bedOnly 3 rooms left at this price on our site,8.6,74.0,Fabulous,Standard Room,51000.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 large double bed,
Treebo Trend Aquamarine Arpora,Arpora,[Sanitized] Deluxe Double Room1 extra-large double bedBreakfast includedFree cancellationNo prepayment needed – pay at the property,7.0,112.0,Good,[Sanitized] Deluxe Double Room,38523.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,1 extra-large double bed,2 bedroomsss
Seaside Stay,Candolim,One-Bedroom HouseEntire holiday home • 1 bedroom • 1 bathroom1 double bedFree cancellationNo prepayment needed – pay at the property,,,,One-Bedroom House,36000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 double bed,1 bedroom
Highland Beach Apartment candolim Goa,Baga,"Apartment with BalconyEntire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 19m²2 beds (1 extra-large double, 1 sofa bed)Free cancellationNo prepayment needed – pay at the propertyOnly 7 left at this price on our site",6.1,14.0,Good,Apartment with Balcony,26397.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,"2 beds (1 extra-large double, 1 sofa bed)",1 bedroom
"The Golden Rice by The Four Seasons, Goa",Marmagao,Deluxe Room1 double bedBreakfast includedFree cancellation,7.1,14.0,Good,Deluxe Room,43198.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,1 double bed,Deluxe Room
Royale Assagao Resort,Assagao,Double Room with Balcony1 extra-large double bedFree cancellation,7.0,50.0,Good,Double Room with Balcony,39920.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 extra-large double bed,2 bedroomsss
The Baga Domingo-TBV,"Baga Beach, Baga","Deluxe Double Room with Sea View2 beds (1 extra-large double, 1 futon)Free cancellation",7.6,94.0,Good,Deluxe Double Room with Sea View,37500.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,2 bedroomsss
"HALF Hotel, Calangute",Calangute,Double Room with Pool View1 large double bedBreakfast includedFree cancellationOnly 1 room left at this price on our site,9.1,261.0,Superb,Double Room with Pool View,36000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,1 large double bed,2 bedroomsss
The Park Baga River Goa - Adults only Property,Baga,Deluxe Double Room with Balcony1 extra-large double bedFree cancellation,8.7,48.0,Fabulous,Deluxe Double Room with Balcony,94286.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 extra-large double bed,2 bedroomsss
Hotel Hill Rock Goa,Tiracol,Deluxe Double or Twin Room with Garden View1 large double bedBreakfast includedFree cancellationOnly 1 room left at this price on our site,7.7,45.0,Good,Deluxe Double or Twin Room with Garden View,21510.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,1 large double bed,2 bedroomsss
"FabExpress VT Resort With Pool, Calangute Beach",Calangute,Deluxe Room1 double bedFree cancellationOnly 4 rooms left at this price on our site,9.0,5.0,Superb,Deluxe Room,21586.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,Deluxe Room
Seaway inn guesthouse,Old Goa,"Classic Quadruple Room2 beds (1 single, 1 large double)Only 3 rooms left at this price on our site",6.4,8.0,Good,Classic Quadruple Room,26350.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,,4 bedrooms
Cocos Beach Resort,"Palolem Beach, Palolem",Superior SuitePrivate suite • 1 bedroom • 1 living room • 1 bathroom • 31m²1 large double bedFree cancellationOnly 1 left at this price on our site,7.5,98.0,Good,Superior Suite,60000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,1 bedroom
De Lavender Luxury sea view Guest Houses,Agonda,Studio with Garden ViewEntire studio • 1 bathroom • 35m²1 double bedFree cancellationOnly 2 left at this price on our site,7.6,113.0,Good,Studio with Garden View,24000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,
SOLS Backyard,"Arambol beach, Arambol",Double Room1 large double bedFree cancellationOnly 1 room left at this price on our site,9.6,14.0,Exceptional,Double Room,29694.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,2 bedroomsss
Beach Retreat Villa,"Varca Beach, Varca","VillaEntire villa • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 230m²7 beds (2 extra-large doubles, 1 large double, 4 futons)Free cancellationOnly 1 left at this price on our site",8.2,15.0,Very good,Villa,89997.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,3 bedrooms
HERITAGE 7BHK VILLA WITH PRIVATE POOL close to BAGA BEACH,Parra,"VillaEntire villa • 7 bedrooms • 1 living room • 7 bathrooms • 1 kitchen • 300m²14 beds (7 doubles, 2 sofa beds, 5 futons)Free cancellation",10.0,1.0,Exceptional,Villa,106020.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,7 bedrooms
The Byke Old Anchor Beach Resort & Spa,"Cavelossim Beach, Cavelossim",Standard Double Room1 extra-large double bedFree cancellation,4.4,158.0,Good,Standard Double Room,23000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 extra-large double bed,2 bedroomsss
DoubleTree by Hilton Hotel Goa - Arpora - Baga,Baga,Deluxe King room with Pool /Garden Access1 extra-large double bedBreakfast includedOnly 5 rooms left at this price on our site,6.0,445.0,Good,Deluxe King room with Pool /Garden Access,75999.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 extra-large double bed,
Treebo Trend Majestic Palms,Benaulim,Standard Double Room1 large double bedBreakfast includedOnly 1 room left at this price on our site,9.2,96.0,Superb,Standard Double Room,26359.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 large double bed,2 bedroomsss
Atulyam Villa- Anjuna,Anjuna,"3 Bedroom VillaEntire villa • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 250m²4 beds (1 sofa bed, 3 large doubles)Free cancellationOnly 2 left at this price on our site",9.8,9.0,Exceptional,3 Bedroom Villa,71100.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,3 bedrooms
Le Magnifique,Porvorim,"Standard StudioEntire studio • 1 bathroom • 40m²2 beds (1 sofa bed, 1 large double)Breakfast includedFree cancellationOnly 1 left at this price on our site",8.3,31.0,Very good,Standard Studio,24000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,"2 beds (1 sofa bed, 1 large double)",
Marron Sea View Resort,"Palolem Beach, Palolem",Luxury Sea View CottageEntire bungalow • 1 bathroom • 31m²1 extra-large double bedFree cancellationOnly 2 left at this price on our site,7.9,328.0,Good,Luxury Sea View Cottage,58650.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 extra-large double bed,Cottage
Baga Residency,Calangute,"Double Room11 beds (2 singles, 4 doubles, 3 extra-large doubles, 2 large doubles)Free cancellationNo prepayment needed – pay at the propertyOnly 6 rooms left at this price on our site",,,,Double Room,10797.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,,2 bedroomsss
"Villa 15, White Square Nirvana",Parra,"Three-Bedroom VillaEntire villa • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 45m²4 beds (3 extra-large doubles, 1 sofa bed)Free cancellationOnly 1 left at this price on our site",7.2,33.0,Good,Three-Bedroom Villa,108000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,3 bedrooms
Luxury 6BHK Villa with Private Pool Near Candolim,Marmagao,VillaEntire villa • 6 bedrooms • 6 bathrooms • 300m²6 double bedsFree cancellationNo prepayment needed – pay at the property,10.0,2.0,Exceptional,Villa,284997.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,,
Down D Village Wing 2,Candolim,Deluxe VillaEntire villa • 1 bedroom • 1 bathroom1 double bedFree cancellation,5.2,39.0,Good,Deluxe Villa,19442.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,1 bedroom
Salotel- Near Mae De Deus Church,Saligao,Deluxe Twin Room with Balcony1 extra-large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 6 rooms left at this price on our site,7.7,4.0,Good,Deluxe Twin Room with Balcony,31860.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 extra-large double bed,2 bedroomsss
Hidden Caves Inn,"Baga Beach, Baga",Double Room with Balcony1 large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 3 rooms left at this price on our site,9.0,75.0,Superb,Double Room with Balcony,23000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 large double bed,2 bedroomsss
Hotel Jovinho's Place,Baga,"Quadruple Room with Balcony3 beds (1 large double, 2 futons)Free cancellationOnly 3 rooms left at this price on our site",6.6,132.0,Good,Quadruple Room with Balcony,24570.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,4 bedrooms
Artistic Forest View Villa in Assagao with a Personal Caretaker,Assagao,"Two-Bedroom VillaEntire villa • 2 bedrooms • 2 bathrooms • 1 kitchen • 139m²2 beds (1 extra-large double, 1 large double)Only 1 left at this price on our site",10.0,5.0,Exceptional,Two-Bedroom Villa,135000.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,,2 bedroomsss
Feliz Arambol,"Arambol beach, Arambol",Deluxe Double Room with Balcony1 extra-large double bedFree cancellationOnly 4 rooms left at this price on our site,7.8,55.0,Good,Deluxe Double Room with Balcony,17970.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 extra-large double bed,2 bedroomsss
Kepler Stay By AT Hotel Collection,Majorda,King Room1 large double bedBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 6 rooms left at this price on our site,8.8,5.0,Fabulous,King Room,24225.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,1 large double bed,King Room
Hotel Calangute empire,Calangute,"Deluxe Double Room2 beds (1 double, 1 futon)Breakfast includedFree cancellationNo prepayment needed – pay at the property",10.0,1.0,Exceptional,Deluxe Double Room,27000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,,2 bedroomsss
Acron Waterfront Resort,Baga,Courtyard Room1 large double bedOnly 2 rooms left at this price on our site,7.6,63.0,Good,Courtyard Room,53797.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 large double bed,Courtyard Room
Turtle Beach Resort - Morjim,"Morjim Beach, Morjim",Superior King Room1 double bedBreakfast includedOnly 4 rooms left at this price on our site,7.1,69.0,Good,Superior King Room,47175.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 double bed,King Room
Luxury 4BHK Villa with Private Pool Near Candolim,Marmagao,"VillaEntire villa • 4 bedrooms • 1 living room • 3 bathrooms • 250m²5 beds (4 doubles, 1 sofa bed)Free cancellationNo prepayment needed – pay at the property",10.0,2.0,Exceptional,Villa,92997.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,"5 beds (4 doubles, 1 sofa bed)",4 bedrooms
Baga View Inn,"Baga Beach, Baga","Budget Double Room3 beds (1 large double, 2 futons)Free cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site",5.6,75.0,Good,Budget Double Room,20698.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,,2 bedroomsss
Flagship Dewa Goa Hotel Near Dabolim Airport,Vasco Da Gama,Classic Triple Room1 extra-large double bedFree cancellationNo prepayment needed – pay at the property,3.4,74.0,Good,Classic Triple Room,24828.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 extra-large double bed,3 bedrooms
ibis Styles Goa Vagator,Vagator,Standard Queen Room1 large double bedBreakfast includedFree cancellationNo prepayment needed – pay at the property,8.0,1.0,Very good,Standard Queen Room,40697.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,1 large double bed,Queen Room
Vistara By The Beach Goa,"Colva Beach, Marmagao","One-Bedroom ChaletEntire chalet • 1 bedroom • 1 living room • 1 bathroom • 60m²2 beds (1 double, 1 sofa bed)",9.0,18.0,Superb,One-Bedroom Chalet,48519.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,,1 bedroom
Beach apartment Candolim,Candolim,"Two-Bedroom ApartmentEntire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 111m²5 beds (2 doubles, 1 sofa bed, 2 futons)Free cancellationNo prepayment needed – pay at the property",4.8,5.0,Good,Two-Bedroom Apartment,32798.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,,2 bedroomsss
Areia De Goa - Sunrise By Leela Homes,Arpora,"2 BHK Apartment Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 85m²3 beds (2 doubles, 1 sofa bed)",8.3,15.0,Very good,2 BHK Apartment ,39600.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,,2 bedroomss
Quality Inn Ocean Palms Goa,Calangute,Superior Room1 large double bedBreakfast included,7.9,23.0,Good,Superior Room,39300.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 large double bed,Superior Room
Goa Junction by Daystar Ventures,Anjuna,"One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 60m²2 beds (1 double, 1 sofa bed)Only 2 left at this price on our site",7.0,111.0,Good,One-Bedroom Apartment,36570.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,,1 bedroom
Benny's sea way Baga,Calangute,Double Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 4 rooms left at this price on our site,1.0,1.0,Good,Double Room,18000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 double bed,2 bedroomsss
"4 Bhk House, Thalassa 3 min away",Siolim,"Four-Bedroom HouseEntire holiday home • 4 bedrooms • 4 living rooms • 5 bathrooms • 1 kitchen • 240m²10 beds (3 singles, 2 doubles, 2 extra-large doubles, 1 sofa bed, 2 futons)Free cancellationNo prepayment needed – pay at the propertyOnly 1 left at this price on our site",,,,Four-Bedroom House,135000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,,4 bedrooms
Thomson House Stay at Calangute Goa,"Calangute Beach, Calangute","Family Room4 beds (1 double, 3 futons)Free cancellationOnly 2 rooms left at this price on our site",6.5,27.0,Good,Family Room,19442.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,Family Room
The Sequeira Goa,Majorda,Deluxe Double Room1 extra-large double bedOnly 5 rooms left at this price on our site,6.7,8.0,Good,Deluxe Double Room,14037.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 extra-large double bed,2 bedroomsss
Good Stay Studio Apartment 307,Dabolim,One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 50m²1 double bedFree cancellationNo prepayment needed – pay at the property,9.5,24.0,Exceptional,One-Bedroom Apartment,33000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 double bed,1 bedroom
Woodside Retreat- Serviced Apartments,Baga,"Studio ApartmentEntire apartment • 1 bedroom • 1 bathroom • 41m²2 beds (1 double, 1 sofa bed)Free cancellationOnly 3 left at this price on our site",7.7,113.0,Good,Studio Apartment,27000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,1 bedroom
Urban Nomads Morjim CoLive and CoWork,Morjim,Superior Double Room1 double bedOnly 3 rooms left at this price on our site,8.5,101.0,Very good,Superior Double Room,22387.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 double bed,2 bedroomsss
